"179","3A","Uang Saku","Juru Muda Tk. I ( I/b )","1155000",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"180","3A","Transport","Juru Muda Tk. I ( I/b )","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"181","3A","Penginapan","Juru Muda Tk. I ( I/b )","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"182","3A","Uang Saku","Juru (I/c)","1155000",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"183","3A","Transport","Juru (I/c)","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"184","3A","Penginapan","Juru (I/c)","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"185","3A","Uang Saku","Juru Tingkat I ( I/d )","1155000",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"186","3A","Transport","Juru Tingkat I ( I/d )","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"187","3A","Penginapan","Juru Tingkat I ( I/d )","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"188","1A","Uang Saku","KETUA","350000",NULL,"0","1","1A","Di Dalam Kabupaten Sidoarjo","0"
"189","1A","Transport","KETUA","0",NULL,"0","1","1A","Di Dalam Kabupaten Sidoarjo","0"
"190","1A","Penginapan","KETUA","0",NULL,"0","1","1A","Di Dalam Kabupaten Sidoarjo","0"
"191","1A","Uang Saku","WAKIL KETUA","300000",NULL,"0","1","1A","Di Dalam Kabupaten Sidoarjo","0"
"192","1A","Transport","WAKIL KETUA","0",NULL,"0","1","1A","Di Dalam Kabupaten Sidoarjo","0"
"193","1A","Penginapan","WAKIL KETUA","0",NULL,"0","1","1A","Di Dalam Kabupaten Sidoarjo","0"
"194","1A","Uang Saku","ANGGOTA","200000",NULL,"0","1","1A","Di Dalam Kabupaten Sidoarjo","0"
"195","1A","Transport","ANGGOTA","0",NULL,"0","1","1A","Di Dalam Kabupaten Sidoarjo","0"
"196","1A","Penginapan","ANGGOTA","0",NULL,"0","1","1A","Di Dalam Kabupaten Sidoarjo","0"
"206","4A","Uang Saku","KETUA","2000000",NULL,"0","4","3A","Luar Propinsi Jawa Timur","0"
"207","4A","Transport","KETUA","0",NULL,"0","4","3A","Luar Propinsi Jawa Timur","0"
"208","4A","Penginapan","KETUA","0",NULL,"0","4","3A","Luar Propinsi Jawa Timur","0"
"209","4A","Uang Saku","WAKIL KETUA","1800000",NULL,"0","4","3A","Luar Propinsi Jawa Timur","0"
"210","4A","Transport","WAKIL KETUA","0",NULL,"0","4","3A","Luar Propinsi Jawa Timur","0"
"211","4A","Penginapan","WAKIL KETUA","0",NULL,"0","4","3A","Luar Propinsi Jawa Timur","0"
"212","4A","Uang Saku","ANGGOTA","1600000",NULL,"0","4","3A","Luar Propinsi Jawa Timur","0"
"213","4A","Transport","ANGGOTA","0",NULL,"0","4","3A","Luar Propinsi Jawa Timur","0"
"214","4A","Penginapan","ANGGOTA","0",NULL,"0","4","3A","Luar Propinsi Jawa Timur","0"
"215","3A","Uang Saku","KETUA","3000000",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"216","3A","Uang Representasi","KETUA","200000",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"217","3A","Transport","KETUA","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"218","3A","Penginapan","KETUA","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"219","3A","Uang Saku","WAKIL KETUA","2800000",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"220","3A","Uang Representasi","WAKIL KETUA","200000",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"221","3A","Transport","WAKIL KETUA","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"222","3A","Penginapan","WAKIL KETUA","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"223","3A","Uang Saku","ANGGOTA","2600000",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"224","3A","Uang Representasi","ANGGOTA","150000",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"225","3A","Transport","ANGGOTA","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
"226","3A","Penginapan","ANGGOTA","0",NULL,"0","3","22A","Luar Kabupaten Sidoarjo dalam Propinsi (Zona 1)[Surabaya,Gresik,Mojokerto,Pasuruan]","0"
